Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
books_source_repo,com.sismics.books.activity,BookDetailActivity,onCreate,14,3,1
books_source_repo,com.sismics.books.activity,BookDetailActivity,onOptionsItemSelected,8,2,1
books_source_repo,com.sismics.books.activity,BookListActivity,onCreate,8,2,1
books_source_repo,com.sismics.books.activity,BookListActivity,onItemSelected,14,2,1
books_source_repo,com.sismics.books.activity,BookListActivity,onCreateOptionsMenu,4,1,1
books_source_repo,com.sismics.books.activity,BookListActivity,onOptionsItemSelected,17,3,1
books_source_repo,com.sismics.books.activity,BookListActivity,onFinish,5,1,0
books_source_repo,com.sismics.books.activity,LoginActivity,onCreate,69,3,1
books_source_repo,com.sismics.books.activity,LoginActivity,onComplete,3,1,0
books_source_repo,com.sismics.books.activity,LoginActivity,onClick,37,2,1
books_source_repo,com.sismics.books.activity,LoginActivity,onSuccess,11,1,1
books_source_repo,com.sismics.books.activity,LoginActivity,onComplete,5,1,0
books_source_repo,com.sismics.books.activity,LoginActivity,onFailure,10,2,4
books_source_repo,com.sismics.books.activity,LoginActivity,tryConnect,35,4,0
books_source_repo,com.sismics.books.activity,LoginActivity,onSuccess,10,2,1
books_source_repo,com.sismics.books.activity,LoginActivity,onFailure,4,1,4
books_source_repo,com.sismics.books.activity,LoginActivity,onFinish,3,1,0
books_source_repo,com.sismics.books.adapter,BooksAdapter,BooksAdapter,7,1,2
books_source_repo,com.sismics.books.adapter,BooksAdapter,getView,29,3,3
books_source_repo,com.sismics.books.adapter,BooksAdapter,getCount,3,1,0
books_source_repo,com.sismics.books.adapter,BooksAdapter,getItem,3,1,1
books_source_repo,com.sismics.books.adapter,BooksAdapter,getItemId,3,1,1
books_source_repo,com.sismics.books.fragment,BookDetailFragment,BookDetailFragment,2,1,0
books_source_repo,com.sismics.books.fragment,BookDetailFragment,onCreateView,29,4,3
books_source_repo,com.sismics.books.fragment,BookDetailFragment,onSuccess,17,3,1
books_source_repo,com.sismics.books.fragment,BookListFragment,onItemSelected,0,1,1
books_source_repo,com.sismics.books.fragment,BookListFragment,onItemSelected,2,1,1
books_source_repo,com.sismics.books.fragment,BookListFragment,BookListFragment,2,1,0
books_source_repo,com.sismics.books.fragment,BookListFragment,onCreate,5,1,1
books_source_repo,com.sismics.books.fragment,BookListFragment,refreshBooks,12,2,0
books_source_repo,com.sismics.books.fragment,BookListFragment,onSuccess,7,2,1
books_source_repo,com.sismics.books.fragment,BookListFragment,onCreateOptionsMenu,3,1,2
books_source_repo,com.sismics.books.fragment,BookListFragment,onOptionsItemSelected,14,2,1
books_source_repo,com.sismics.books.fragment,BookListFragment,startActivityForResult,3,1,2
books_source_repo,com.sismics.books.fragment,BookListFragment,onActivityResult,17,2,3
books_source_repo,com.sismics.books.fragment,BookListFragment,onSuccess,4,1,1
books_source_repo,com.sismics.books.fragment,BookListFragment,onFailure,3,1,2
books_source_repo,com.sismics.books.fragment,BookListFragment,onViewCreated,6,2,2
books_source_repo,com.sismics.books.fragment,BookListFragment,onAttach,7,2,1
books_source_repo,com.sismics.books.fragment,BookListFragment,onDetach,4,1,0
books_source_repo,com.sismics.books.fragment,BookListFragment,onListItemClick,4,1,4
books_source_repo,com.sismics.books.fragment,BookListFragment,onSaveInstanceState,6,2,1
books_source_repo,com.sismics.books.fragment,BookListFragment,setActivateOnItemClick,3,1,1
books_source_repo,com.sismics.books.fragment,BookListFragment,setActivatedPosition,9,2,1
books_source_repo,com.sismics.books.fragment,Callbacks,onItemSelected,0,1,1
books_source_repo,com.sismics.books.listener,CallbackListener,onComplete,0,1,0
books_source_repo,com.sismics.books,MainApplication,onCreate,5,1,0
books_source_repo,com.sismics.books,MainApplication,onLowMemory,3,1,0
books_source_repo,com.sismics.books,BaseTransactionalTest,setUp,7,1,0
books_source_repo,com.sismics.books,BaseTransactionalTest,tearDown,2,1,0
books_source_repo,com.sismics.books.model,ApplicationContext,ApplicationContext,2,1,0
books_source_repo,com.sismics.books.model,ApplicationContext,getInstance,6,2,0
books_source_repo,com.sismics.books.model,ApplicationContext,isLoggedIn,3,1,0
books_source_repo,com.sismics.books.model,ApplicationContext,setUserInfo,4,1,2
books_source_repo,com.sismics.books.model,ApplicationContext,fetchUserInfo,15,3,2
books_source_repo,com.sismics.books.model,ApplicationContext,onSuccess,5,2,1
books_source_repo,com.sismics.books.model,ApplicationContext,onFinish,5,2,0
books_source_repo,com.sismics.books.resource,BaseResource,init,13,3,1
books_source_repo,com.sismics.books.resource,BaseResource,MySSLSocketFactory,14,1,1
books_source_repo,com.sismics.books.resource,BaseResource,checkClientTrusted,2,1,2
books_source_repo,com.sismics.books.resource,BaseResource,checkServerTrusted,2,1,2
books_source_repo,com.sismics.books.resource,BaseResource,getAcceptedIssuers,3,1,0
books_source_repo,com.sismics.books.resource,BaseResource,createSocket,3,1,4
books_source_repo,com.sismics.books.resource,BaseResource,createSocket,3,1,0
books_source_repo,com.sismics.books.resource,BaseResource,getApiUrl,7,2,1
books_source_repo,com.sismics.books.resource,MySSLSocketFactory,MySSLSocketFactory,14,1,1
books_source_repo,com.sismics.books.resource,MySSLSocketFactory,checkClientTrusted,2,1,2
books_source_repo,com.sismics.books.resource,MySSLSocketFactory,checkServerTrusted,2,1,2
books_source_repo,com.sismics.books.resource,MySSLSocketFactory,getAcceptedIssuers,3,1,0
books_source_repo,com.sismics.books.resource,MySSLSocketFactory,createSocket,3,1,4
books_source_repo,com.sismics.books.resource,MySSLSocketFactory,createSocket,3,1,0
books_source_repo,com.sismics.books.resource,BookResource,list,4,1,2
books_source_repo,com.sismics.books.resource,BookResource,info,4,1,3
books_source_repo,com.sismics.books.resource,BookResource,add,6,1,3
books_source_repo,com.sismics.books.resource,UserResource,login,8,1,4
books_source_repo,com.sismics.books.resource,UserResource,info,5,1,2
books_source_repo,com.sismics.books.resource,UserResource,logout,5,1,2
books_source_repo,com.sismics.books.util,ApplicationUtil,getVersionName,9,1,1
books_source_repo,com.sismics.books.util,ApplicationUtil,getVersionCode,9,1,1
books_source_repo,com.sismics.books.util,DialogUtil,showOkDialog,12,2,3
books_source_repo,com.sismics.books.util,DialogUtil,onClick,3,1,2
books_source_repo,com.sismics.books.util,DialogUtil,showOkDialog,12,2,3
books_source_repo,com.sismics.books.util,DialogUtil,onClick,3,1,2
books_source_repo,com.sismics.books.util,PreferenceUtil,getBooleanPreference,4,1,3
books_source_repo,com.sismics.books.util,PreferenceUtil,getStringPreference,4,1,2
books_source_repo,com.sismics.books.util,PreferenceUtil,getIntegerPreference,15,1,3
books_source_repo,com.sismics.books.util,PreferenceUtil,setCachedJson,4,1,3
books_source_repo,com.sismics.books.util,PreferenceUtil,getCachedJson,9,1,2
books_source_repo,com.sismics.books.util,PreferenceUtil,setServerUrl,4,1,2
books_source_repo,com.sismics.books.util,PreferenceUtil,resetUserCache,6,1,1
books_source_repo,com.sismics.books.util,PreferenceUtil,getServerUrl,17,5,1
books_source_repo,com.sismics.books.util,PreferenceUtil,getAuthToken,10,3,1
books_source_repo,com.sismics.books.util.form,Validable,getView,3,1,0
books_source_repo,com.sismics.books.util.form,Validable,setView,3,1,1
books_source_repo,com.sismics.books.util.form,Validable,isValidated,3,1,0
books_source_repo,com.sismics.books.util.form,Validable,setValidated,3,1,1
books_source_repo,com.sismics.books.util.form,Validator,Validator,3,1,1
books_source_repo,com.sismics.books.util.form,Validator,setOnValidationChanged,4,1,1
books_source_repo,com.sismics.books.util.form,Validator,addValidable,29,6,3
books_source_repo,com.sismics.books.util.form,Validator,onTextChanged,2,1,4
books_source_repo,com.sismics.books.util.form,Validator,beforeTextChanged,2,1,4
books_source_repo,com.sismics.books.util.form,Validator,afterTextChanged,18,6,1
books_source_repo,com.sismics.books.util.form,Validator,isValidated,3,1,1
books_source_repo,com.sismics.books.util.form,Validator,isValidated,8,3,0
books_source_repo,com.sismics.books.util.form.validator,Alphanumeric,validate,3,1,1
books_source_repo,com.sismics.books.util.form.validator,Alphanumeric,getErrorMessage,3,1,1
books_source_repo,com.sismics.books.util.form.validator,Email,validate,3,1,1
books_source_repo,com.sismics.books.util.form.validator,Email,getErrorMessage,3,1,1
books_source_repo,com.sismics.books.util.form.validator,Length,Length,4,1,2
books_source_repo,com.sismics.books.util.form.validator,Length,validate,4,1,1
books_source_repo,com.sismics.books.util.form.validator,Length,getErrorMessage,6,2,1
books_source_repo,com.sismics.books.util.form.validator,Required,validate,3,1,1
books_source_repo,com.sismics.books.util.form.validator,Required,getErrorMessage,3,1,1
books_source_repo,com.sismics.books.util.form.validator,ValidatorType,validate,0,1,1
books_source_repo,com.sismics.books.util.form.validator,ValidatorType,getErrorMessage,0,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,IntentIntegrator,9,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,getTitle,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setTitle,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setTitleByID,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,getMessage,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setMessage,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setMessageByID,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,getButtonYes,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setButtonYes,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setButtonYesByID,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,getButtonNo,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setButtonNo,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setButtonNoByID,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,getTargetApplications,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setTargetApplications,6,2,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,setSingleTargetApplication,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,getMoreExtras,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,addExtra,3,1,2
books_source_repo,com.sismics.books.zxing,IntentIntegrator,initiateScan,3,1,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,initiateScan,24,5,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,startActivityForResult,3,1,2
books_source_repo,com.sismics.books.zxing,IntentIntegrator,findTargetAppPackage,12,4,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,contains,9,3,2
books_source_repo,com.sismics.books.zxing,IntentIntegrator,showDownloadDialog,31,2,0
books_source_repo,com.sismics.books.zxing,IntentIntegrator,onClick,17,2,2
books_source_repo,com.sismics.books.zxing,IntentIntegrator,onClick,2,1,2
books_source_repo,com.sismics.books.zxing,IntentIntegrator,parseActivityResult,15,3,3
books_source_repo,com.sismics.books.zxing,IntentIntegrator,shareText,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,shareText,17,2,2
books_source_repo,com.sismics.books.zxing,IntentIntegrator,list,3,1,1
books_source_repo,com.sismics.books.zxing,IntentIntegrator,attachMoreExtras,27,8,1
books_source_repo,com.sismics.books.zxing,IntentResult,IntentResult,3,1,0
books_source_repo,com.sismics.books.zxing,IntentResult,IntentResult,7,1,5
books_source_repo,com.sismics.books.zxing,IntentResult,getContents,3,1,0
books_source_repo,com.sismics.books.zxing,IntentResult,getFormatName,3,1,0
books_source_repo,com.sismics.books.zxing,IntentResult,getRawBytes,3,1,0
books_source_repo,com.sismics.books.zxing,IntentResult,getOrientation,3,1,0
books_source_repo,com.sismics.books.zxing,IntentResult,getErrorCorrectionLevel,3,1,0
books_source_repo,com.sismics.books.zxing,IntentResult,toString,10,1,0
books_source_repo,com.sismics.books.core.dao.file.theme,ThemeDao,accept,3,1,2
books_source_repo,com.sismics.books.core.dao.file.theme,ThemeDao,findAll,9,2,0
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,get,4,1,1
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,create,7,1,1
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,delete,10,2,1
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,deleteOldSessionToken,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,updateLastConnectionDate,10,1,1
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,getByUserId,6,1,1
books_source_repo,com.sismics.books.core.dao.jpa,AuthenticationTokenDao,deleteByUserId,7,1,2
books_source_repo,com.sismics.books.core.dao.jpa,BookDao,create,5,1,1
books_source_repo,com.sismics.books.core.dao.jpa,BookDao,getById,9,1,1
books_source_repo,com.sismics.books.core.dao.jpa,BookDao,getByIsbn,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,ConfigDao,getById,12,2,1
books_source_repo,com.sismics.books.core.dao.jpa,LocaleDao,getById,9,1,1
books_source_repo,com.sismics.books.core.dao.jpa,LocaleDao,findAll,5,1,0
books_source_repo,com.sismics.books.core.dao.jpa,RoleBaseFunctionDao,findByRoleId,9,1,1
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,getById,9,1,1
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,getByUserId,6,1,1
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,updateTagList,13,2,2
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,getByUserBookId,20,2,1
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,create,7,1,1
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,getByName,12,1,2
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,getByTagId,12,1,2
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,delete,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,TagDao,findByName,7,1,2
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,create,8,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,delete,7,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,deleteByUserIdAndAppId,8,1,2
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,getActiveById,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,getActiveByUserIdAndAppId,16,1,2
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,findByUserId,24,2,1
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,findConnectedByUserId,22,2,1
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,findByAppId,24,2,1
books_source_repo,com.sismics.books.core.dao.jpa,UserAppDao,update,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserBookDao,create,6,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserBookDao,delete,8,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserBookDao,getUserBook,12,1,2
books_source_repo,com.sismics.books.core.dao.jpa,UserBookDao,getUserBook,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserBookDao,getByBook,12,1,2
books_source_repo,com.sismics.books.core.dao.jpa,UserBookDao,findByCriteria,51,9,3
books_source_repo,com.sismics.books.core.dao.jpa,UserContactDao,create,8,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserContactDao,findByUserIdAndAppId,20,2,2
books_source_repo,com.sismics.books.core.dao.jpa,UserContactDao,updateByUserIdAndAppId,12,1,2
books_source_repo,com.sismics.books.core.dao.jpa,UserContactDao,delete,7,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserContactDao,findByCriteria,36,6,2
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,authenticate,15,2,2
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,create,15,2,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,update,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,updatePassword,8,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,getById,9,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,getActiveByUsername,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,getActiveByPasswordResetKey,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,delete,11,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,hashPassword,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa,UserDao,findAll,25,3,2
books_source_repo,com.sismics.books.core.dao.jpa,TestJpa,testJpa,13,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,getUserId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,setUserId,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,getSearch,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,setSearch,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,getTagIdList,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,setTagIdList,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,getRead,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserBookCriteria,setRead,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserContactCriteria,getAppId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserContactCriteria,setAppId,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserContactCriteria,getUserId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserContactCriteria,setUserId,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserContactCriteria,getQuery,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.criteria,UserContactCriteria,setQuery,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.dto,TagDto,getId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.dto,TagDto,setId,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.dto,TagDto,getName,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.dto,TagDto,setName,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.dto,TagDto,getColor,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.dto,TagDto,setColor,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.dto,UserAppDto,getId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.dto,UserAppDto,setId,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.dto,UserAppDto,getUserId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.dto,UserAppDto,setUserId,3,1,1
books_source_repo,com.sismics.books.core.dao.jpa.dto,UserAppDto,getAppId,3,1,0
books_source_repo,com.sismics.books.core.dao.jpa.dto,UserAppDto,setAppId,3,1,1
